Brand,Model,Variant,Year of Manufacture,Driven Kilometers,Fuel type,Transmission Type,Number of Owners,Location,Price in Lakhs
Maruti,Suzuki,LXi,2008,46696.0,--,--,1st,Kerala," 1,55,000"
Toyota,Fortuner,2.7 4x2 AT [2016-2020],Jun 2020,"21,000",Petrol,Automatic,First,Noida,33.5
Hyundai,Verna,2016-2017 1.6 CRDI AT SX Option,2011,132000.0,DIESEL,AUTOMATIC,2nd,Tamil," 3,50,000"
Skoda,Rapid,Style 1.6 MPI,Jun 2018,"42,800",Petrol,Manual,First,Noida,7.95
Maruti,Suzuki,AMT ZDI,2016,51380.0,DIESEL,AUTOMATIC,1st,Rajasthan," 7,25,000"
Maruti,Suzuki,AC,2006,35000.0,PETROL,MANUAL,1st,Karnataka," 1,25,000"
Hyundai,Santro,Magna,2019,35000.0,PETROL,MANUAL,1st,Kerala," 4,25,000"
Honda,City,i-VTEC VX,2016,28000.0,PETROL,MANUAL,1st,Rajasthan," 8,00,000"
Maruti,Suzuki,LX,2002,"80,000",PETROL,MANUAL,3rd,Kerala," 55,000"
Maruti,Suzuki,VDI,2015,120000,DIESEL,MANUAL,Fourth,Karnataka," 7,45,000"
Hyundai,Xcent,1.2 VTVT SX Option,2016,27100.0,PETROL,MANUAL,1st,Maharashtra," 5,30,000"
Mercedes-Benz,C-Class,Progressive C 220d,2015,57000.0,DIESEL,AUTOMATIC,1st,Delhi," 24,00,000"
Hyundai,I10,Magna 1.2 iTech SE,2008,114000.0,PETROL,MANUAL,2nd,Maharashtra," 1,99,000"
Toyota,Fortuner,2011-2016 4x2 Manual,2013,"119,000",DIESEL,MANUAL,2nd,Kerala," 12,00,000"
Maruti,Suzuki,VXI 1.2,2010,60000.0,PETROL,MANUAL,2nd,Karnataka," 3,55,000"
Volkswagen,Vento,1.5 TDI Comfortline,2013,73800.0,DIESEL,MANUAL,1st,Maharashtra," 3,80,000"
Maruti Suzuki,Baleno,Alpha Automatic,Jun 2018,"14,000",Petrol,Automatic,First,Noida,7.85
Maruti,Suzuki,ZXI Automatic BS-IV,2009,46000.0,PETROL,AUTOMATIC,2nd,Tamil," 3,50,000"
Hyundai,I20,1.2 Magna Executive,2009,94000.0,PETROL,MANUAL,2nd,Karnataka," 2,65,000"
Toyota,Innova,2.5 G (Diesel) 7-Seater,2015,140000,DIESEL,MANUAL,Second,Rajasthan," 7,50,000"
Volkswagen,Vento,1.5 TDI Highline,2011,165000.0,DIESEL,MANUAL,2nd,Tamil," 3,95,000"
Hyundai,Eon,Era +,2015,"54,000",PETROL,--,2nd,Kerala," 2,50,000"
Chevrolet,Beat,2014-2016 LS,2016,90000,CNG,MANUAL,First,Maharashtra," 1,33,000"
Maruti,Suzuki,1.1 LXI BSIII,2008,180000,PETROL,MANUAL,Second,Karnataka," 1,30,000"
Hyundai,I20,1.2 Asta Option,2016,85000.0,DIESEL,MANUAL,2nd,Rajasthan," 6,35,000"
Maruti,Suzuki,VDI,2008,149000.0,DIESEL,MANUAL,1st,Tamil," 4,10,000"
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Nov 2015,"58,909",Petrol,Manual,First,Noida,3.01
Toyota,Fortuner,3.0 4x2 Automatic,2013,203500.0,DIESEL,AUTOMATIC,3rd,Kerala," 15,30,000"
Toyota,Innova,2.4 ZX MT,2017,32500.0,DIESEL,MANUAL,1st,Tamil," 21,50,000"
Maruti,Suzuki,2018 ZXI Plus,2018,"19,000",PETROL,MANUAL,2nd,Karnataka," 6,90,000"
Renault,Lodgy,110 PS RXZ,2015,82000.0,DIESEL,MANUAL,1st,Maharashtra," 6,75,000"
Skoda,Rapid,2011-2013 Ultima 1.6 TDI Ambition Plus,2012,"80,000",DIESEL,MANUAL,2nd,Tamil," 3,79,999"
Honda,Wr-V,i-VTEC VX,2018,20000.0,PETROL,MANUAL,1st,Delhi," 8,25,000"
Tata,Nexon,1.5 Revotorq XT Plus,2021,1.0,DIESEL,MANUAL,1st,Maharashtra," 21,000"
Hyundai,Verna,CRDi 1.6 SX,2014,65000.0,DIESEL,MANUAL,2nd,Delhi," 4,75,000"
Hyundai,Verna,2011-2014 1.6 SX CRDi (O),2014,74646,DIESEL,MANUAL,First,Tamil," 6,20,000"
Tata,Zest,Revotron 1.2T XMS,2015,62000.0,PETROL,MANUAL,2nd,Rajasthan," 3,55,000"
Maruti,Suzuki,Std,1996,1,PETROL,MANUAL,3rd,Kerala," 17,500"
Maruti,Suzuki,LXI,2018,"38,000",PETROL,MANUAL,1st,Kerala," 2,80,000"
Honda,Brio,2011-2013 S MT,2012,90000,PETROL,MANUAL,Third,Delhi," 2,40,000"
Honda,City,i-VTEC V,2006,"130,000",PETROL,MANUAL,2nd,Rajasthan," 1,50,000"
Honda,Wr-V,i-DTEC VX,2018,80077.0,DIESEL,MANUAL,1st,Rajasthan," 8,25,000"
Hyundai,Xcent,Others,2018,"85,000",DIESEL,MANUAL,1st,Tamil," 4,16,000"
Mahindra,Thar,CRDe,2012,"75,000",DIESEL,MANUAL,1st,Kerala," 6,85,000"
Renault,Fluence,1.5 E4,2012,85000.0,DIESEL,MANUAL,--,Maharashtra," 2,75,000"
Hyundai,Elite,Sportz 1.2,2016,63840.0,PETROL,MANUAL,1st,Delhi," 5,50,000"
Maruti,Suzuki,LXI CNG Optional,2018,51500.0,PETROL,MANUAL,2nd,Rajasthan," 4,15,000"
Nissan,Micra,XL Petrol,2014,83000.0,PETROL,MANUAL,1st,Rajasthan," 2,95,000"
Honda,Amaze,S Option i-VTEC,2017,25000.0,PETROL,AUTOMATIC,1st,Tamil," 6,75,000"
Hyundai,Eon,,2014,20000.0,--,MANUAL,1st,Maharashtra," 2,35,000"
Skoda,Fabia,2010-2015 1.2 MPI Elegance,2012,57000.0,PETROL,MANUAL,1st,Maharashtra," 2,80,000"
Maruti,Suzuki,5 Seater AC,2021,7500.0,PETROL,MANUAL,1st,Tamil," 5,00,000"
Mercedes-Benz,E-Class,1993-2009 280,2007,90000.0,PETROL,AUTOMATIC,2nd,Kerala," 5,00,000"
Maruti,Suzuki,MPI STD BSIV,2013,54041,PETROL,MANUAL,Second,Tamil," 2,65,000"
Mahindra,Bolero,mHAWK D70 ZLX,2021,6500.0,DIESEL,MANUAL,1st,Tamil," 10,50,000"
Jaguar,XE,Prestige,Jun 2018,"23,500",Petrol,Automatic,First,Noida,35
Toyota,Etios,2014-2016 GD,2016,"175,000",DIESEL,MANUAL,2nd,Karnataka," 44,000"
Maruti,Suzuki,LXI,2007,"70,000",PETROL,MANUAL,3rd,Maharashtra," 1,10,000"
Tata,Nexon,AMT 1.5 Revotorq XMA,2019,"29,000",DIESEL,AUTOMATIC,1st,Karnataka," 10,00,000"
Volkswagen,Vento,2010-2013 Diesel Highline,2011,194174,DIESEL,MANUAL,Second,Tamil," 3,90,000"
Maruti Suzuki,Baleno,Zeta 1.2,Jun 2017,"82,000",Petrol,Manual,First,Noida,5.5
Maruti,Suzuki,VXI,2010,140000,DIESEL,MANUAL,Third,Kerala," 2,30,000"
Toyota,Corolla,1.8 G,2011,149000.0,DIESEL,MANUAL,2nd,Kerala," 4,99,999"
Mercedes-Benz,Gla,Others,2015,65000.0,DIESEL,AUTOMATIC,1st,Delhi," 16,75,000"
Maruti,Suzuki,VXI,2012,88000.0,PETROL,MANUAL,1st,Delhi," 3,25,000"
Land,Rover,TD4 SE,2017,80000.0,DIESEL,AUTOMATIC,1st,Tamil," 37,90,000"
Maruti,Suzuki,,2020,11000.0,PETROL,MANUAL,1st,Kerala," 3,47,000"
Maruti,Suzuki,VXI,2008,40000.0,PETROL,MANUAL,2nd,Karnataka," 2,65,000"
Ford,Ecosport,Titanium+ 1.5L TDCi,Jun 2016,"29,756",Diesel,Manual,First,Noida,6.25
Tata,Nexon,1.2 Revotron XZA Plus DualTone,2019,10000,PETROL,AUTOMATIC,First,Maharashtra," 9,50,000"
Hyundai,Verna,Fluidic 1.6 CRDi SX,Jan 2014,"55,793",Diesel,Manual,First,Noida,5.52
Volkswagen,Vento,1.5 TDI Highline AT,2016,80000.0,PETROL,AUTOMATIC,1st,Tamil," 7,40,000"
Hyundai,Creta,SX 1.6 Petrol,Oct 2018,"29,854",Petrol,Manual,Third,Noida,12.36
Maruti,Suzuki,Zdi BSIV,2019,"42,500",DIESEL,MANUAL,1st,Tamil," 8,00,000"
Bmw,5,520d,2011,120000.0,DIESEL,AUTOMATIC,2nd,Tamil," 10,99,000"
Audi,Q3,2.0 TDI Quattro,2013,70000,DIESEL,AUTOMATIC,First,Kerala," 12,50,000"
Toyota,Innova,2.5 GX 7 STR BS III,2016,99000.0,DIESEL,MANUAL,2nd,Karnataka," 12,25,000"
Toyota,Etios,2013-2014 GD,2013,120000.0,DIESEL,MANUAL,2nd,Kerala," 4,50,000"
Hyundai,Santro,XG eRLX Euro III,2010,"71,000",PETROL,AUTOMATIC,2nd,Rajasthan," 1,65,000"
Maruti,Suzuki,2014-2017 ZXI,2014,64040.0,PETROL,MANUAL,1st,Kerala," 3,80,000"
Maruti Suzuki,Wagon R,LXi,Jun 2010,"58,000",Petrol,Manual,First,Noida,1.65
Bmw,X1,sDrive 20d Sportline,2012,185000.0,DIESEL,AUTOMATIC,2nd,Maharashtra," 7,95,000"
Maruti,Suzuki,5 Seater AC,2011,95000.0,PETROL,MANUAL,2nd,Karnataka," 2,75,000"
Ford,Ecosport,Ambiente 1.5L Ti-VCT,Feb 2016,"34,842",Petrol,Manual,First,Noida,5.42
Maruti,Suzuki,ZXI Plus,2020,16000.0,PETROL,MANUAL,1st,Kerala," 7,75,000"
Maruti,Suzuki,LXI,2016,23000.0,PETROL,MANUAL,1st,Kerala," 2,85,000"
Maruti,Suzuki,VXI,2018,36980.0,PETROL,MANUAL,1st,Kerala," 3,10,000"
Mahindra,Xuv500,W11,2019,40000,DIESEL,MANUAL,First,Maharashtra," 16,50,000"
Hyundai,I10,Magna,2008,66000.0,PETROL,MANUAL,1st,Delhi," 1,20,000"
Tata,Indica,DLS,2011,"140,000",DIESEL,MANUAL,1st,Tamil," 90,000"
Hyundai,Elantra,1.6 SX Option AT,2018,42000.0,DIESEL,AUTOMATIC,1st,Delhi," 14,00,000"
Mahindra,Thar,LX D 4WD AT,2021,10000,DIESEL,AUTOMATIC,First,Kerala," 19,25,000"
Hyundai,Grand,2013-2016 Asta Option,2016,43000.0,PETROL,MANUAL,2nd,Karnataka," 5,30,000"
Maruti,Suzuki,2014-2017 VDI SHVS,2017,"16,500",DIESEL,MANUAL,1st,Tamil," 8,46,000"
Maruti,Suzuki,VDI,2014,90000.0,DIESEL,MANUAL,1st,Rajasthan," 6,00,000"
Renault,Duster,110PS Diesel RxL,2015,"86,500",DIESEL,MANUAL,1st,Maharashtra," 6,50,000"
Hyundai,Xcent,2016-2017 1.2 Kappa S Option CNG,2016,57000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 4,30,000"
Maruti,Suzuki,VXI,2012,60000.0,PETROL,MANUAL,--,Rajasthan," 2,70,000"
Toyota,Innova,2.5 G (Diesel) 7 Seater,2009,199622.0,DIESEL,MANUAL,2nd,Maharashtra," 4,99,999"
Nissan,Sunny,XV,2012,109000.0,DIESEL,MANUAL,1st,Maharashtra," 2,50,000"
Maruti,Suzuki,VXI,2016,"18,000",PETROL,MANUAL,1st,Tamil," 5,80,000"
Mahindra,Jeep,CJ 3B,1972,"100,000",DIESEL,MANUAL,4th,Karnataka," 3,50,000"
Maruti,Suzuki,Alpha,2015,41000.0,PETROL,MANUAL,1st,Delhi," 4,95,000"
Honda,Amaze,1.5 SMT I DTEC,2013,80000.0,DIESEL,MANUAL,2nd,Karnataka," 3,85,000"
Maruti,Suzuki,LXI,2020,30000,PETROL,MANUAL,First,Maharashtra," 3,80,000"
Hyundai,Eon,D Lite,2017,"52,000",PETROL,MANUAL,2nd,Karnataka," 2,25,000"
Ford,Figo,1.2P Ambiente ABS MT,2015,54500.0,PETROL,MANUAL,1st,Rajasthan," 3,40,000"
Honda,Brio,V MT,Mar 2012,"27,194",Petrol,Manual,First,Noida,3.1
Maruti,Suzuki,Std,2008,"62,000",PETROL,MANUAL,4th,Kerala," 49,000"
Hyundai,Xcent,2014-2016 1.1 CRDi Asta,2014,70000,DIESEL,MANUAL,Second,Karnataka," 4,45,000"
Hyundai,Creta,1.6 SX Option Diesel,2015,105000.0,DIESEL,--,1st,Rajasthan," 9,75,000"
Renault,Scala,Diesel RxZ,2012,74000.0,DIESEL,MANUAL,1st,Rajasthan," 2,80,000"
Hyundai,I20,2010-2012 1.2 Magna,2009,80000.0,PETROL,MANUAL,2nd,Karnataka," 2,95,000"
Honda,Civic,Others,2014,"125,000",DIESEL,MANUAL,2nd,Kerala," 6,00,000"
Tata,Indica,2008-2013 Aura 1.3 Quadrajet BSIV,2010,98000.0,DIESEL,MANUAL,2nd,Kerala," 1,20,000"
Maruti,Suzuki,1.0 VXi,2012,30660.0,PETROL,MANUAL,1st,Tamil," 3,25,000"
Mahindra,Verito,1.6 G6 Executive BSIII,2013,"170,000",DIESEL,MANUAL,4th,Karnataka," 2,50,000"
Ford,Fiesta,2004-2010 1.6 Duratec ZXi Leather,2008,"60,000",PETROL,MANUAL,4+,Kerala," 1,15,000"
Ford,Figo,Titatinium Blu 1.5L TDCi,2011,65000.0,DIESEL,MANUAL,1st,Rajasthan," 1,90,000"
Lamborghini,Aventador,LP700 4,2012,11000.0,PETROL,AUTOMATIC,2nd,Kerala," 2,25,00,000"
Maruti Suzuki,Swift,Lxi (O) [2014-2017],Jun 2016,"65,184",Petrol,Manual,First,Noida,3.97
Audi,A4,,2016,1.0,DIESEL,--,--,Kerala," 19,99,999"
Honda,City,2011-2013 V AT,2011,75000.0,PETROL,AUTOMATIC,2nd,Tamil," 4,50,000"
Ford,Ecosport,1.5 Diesel Titanium Plus,2014,50000.0,DIESEL,MANUAL,1st,Delhi," 3,90,000"
Maruti,Suzuki,2004-2010 VXI BSIII,2006,"80,000",PETROL,MANUAL,2nd,Tamil," 2,30,000"
Hyundai,I20,1.2 Spotz,2011,59000.0,PETROL,MANUAL,--,Delhi," 2,65,000"
Tata,Indigo,eCS VX CR4 BS-IV,2012,"80,400",DIESEL,MANUAL,1st,Delhi," 95,000"
Audi,A4,35 TFSI Premium + Sunroof,2017,99000.0,PETROL,AUTOMATIC,1st,Delhi," 21,75,000"
Mercedes-Benz,E-Class,220 CDI,2012,69000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 11,00,000"
Mahindra,Bolero,Others,2019,"28,500",DIESEL,AUTOMATIC,1st,Maharashtra," 6,25,000"
Renault,Duster,110PS Diesel RxZ,2013,"80,000",DIESEL,MANUAL,1st,Kerala," 4,95,000"
Maruti,Suzuki,LXi,2011,81000.0,PETROL,MANUAL,2nd,Karnataka," 1,73,000"
Honda,City,2014-2015 i VTEC CVT SV,2014,64000.0,PETROL,AUTOMATIC,1st,Maharashtra," 5,95,000"
Ford,Figo,2012-2015 Diesel Titanium,2013,70000.0,DIESEL,MANUAL,1st,Karnataka," 2,79,000"
Audi,A4,35 TDI Premium + Sunroof,2013,55000.0,DIESEL,AUTOMATIC,2nd,Delhi," 11,25,000"
Toyota,Innova,2.4 GX MT,2017,"164,000",DIESEL,MANUAL,2nd,Kerala," 15,50,000"
Maruti,Suzuki,LXi CNG,2012,65000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 2,55,000"
Mercedes-Benz,E-Class,E 250 Elegance,2013,50000.0,DIESEL,AUTOMATIC,2nd,Delhi," 16,50,000"
Toyota,Camry,Hybrid 2.5,2016,110000.0,PETROL,AUTOMATIC,1st,Delhi," 18,40,000"
Premier,Rio,2009-2011 LX,2011,"54,000",DIESEL,MANUAL,1st,Rajasthan," 2,10,000"
Kia,Seltos,HTX Plus AT D,2021,14000.0,DIESEL,AUTOMATIC,1st,Delhi," 17,95,000"
Tata,Nano,2009-2011 Lx,2010,"52,000",PETROL,MANUAL,3rd,Karnataka," 55,000"
Maruti,Suzuki,2014-2017 ZXI,2019,30040.0,--,--,1st,Kerala," 4,95,000"
Mahindra,Bolero,ZLX,2018,70140.0,DIESEL,MANUAL,1st,Rajasthan," 8,40,000"
Mahindra,Xuv500,2011-2015 W8-4WD,2013,133000.0,DIESEL,MANUAL,1st,Tamil," 7,74,999"
Tata,Nexon,1.5 Revotorq XM,2017,100028,DIESEL,MANUAL,Second,Tamil," 6,65,000"
Bmw,5,520d Sport Line,2018,45000.0,DIESEL,AUTOMATIC,1st,Delhi," 39,75,000"
Hyundai,I20,2009-2011 Asta Optional With Sunroof 1.2,2010,57000.0,PETROL,--,1st,Delhi," 2,60,000"
Toyota,Land,VX,2015,142000.0,DIESEL,AUTOMATIC,1st,Delhi," 56,00,000"
Honda,City,GXi,2007,110000.0,PETROL,--,2nd,Karnataka," 1,95,000"
Force,Motors,Classic BSIII,2017,"190,000",DIESEL,AUTOMATIC,2nd,Karnataka," 7,50,000"
Mercedes-Benz,E-Class,1993-2009 230 Classic AT,2009,"98,000",PETROL,AUTOMATIC,2nd,Karnataka," 4,95,000"
Tata,Tiago,XZA Plus,2020,7000.0,PETROL,AUTOMATIC,1st,Kerala," 6,80,000"
Hyundai,Santro,GLS,2008,43000.0,PETROL,MANUAL,1st,Karnataka," 2,25,000"
Maruti,Suzuki,LXI,2009,82000.0,PETROL,MANUAL,2nd,Kerala," 1,75,000"
Renault,Duster,1.5 Petrol RXL,2016,"82,000",PETROL,MANUAL,1st,Delhi," 5,75,000"
Hyundai,I10,Sportz,2011,99000.0,PETROL,MANUAL,2nd,Karnataka," 3,45,000"
Maruti,Suzuki,8 Seater BSIV,2014,43000.0,PETROL,MANUAL,--,Tamil," 2,70,000"
Maruti,Suzuki,EX 5 Speed,2002,"56,000",PETROL,MANUAL,3rd,Tamil," 75,000"
Maruti,Suzuki,2014-2017 ZXi,2014,57.0,PETROL,MANUAL,2nd,Delhi," 5,31,900"
Toyota,Innova,2.5 GX 7 STR BS-III,Jun 2013,"78,000",Diesel,Manual,First,Noida,7.25
Maruti,Suzuki,LXI,2013,35900.0,PETROL,MANUAL,1st,Karnataka," 4,45,000"
Chevrolet,Spark,1.0 LS,2009,"98,000",PETROL,MANUAL,2nd,Maharashtra," 85,000"
Hyundai,Fluidic,1.6 CRDi SX,2013,115000.0,DIESEL,MANUAL,1st,Kerala," 4,49,000"
Toyota,Innova,Crysta 2.8 ZX Automatic 7 STR,2018,212000.0,DIESEL,AUTOMATIC,1st,Tamil," 18,50,000"
Ford,Figo,Diesel,2012,"72,000",DIESEL,MANUAL,1st,Kerala," 2,00,000"
Fiat,Linea,2007-2013 Emotion (Diesel),2009,134000.0,DIESEL,MANUAL,2nd,Rajasthan," 1,65,000"
Mahindra,Xuv500,2011-2015 W6-2WD,2015,90000.0,DIESEL,MANUAL,3rd,Maharashtra," 6,00,000"
Maruti,Suzuki,8 Seater BSIV,2016,21172.0,--,MANUAL,1st,Karnataka," 3,25,000"
Maruti,Suzuki,Cargo,2021,3001.0,--,MANUAL,--,Kerala," 4,65,000"
Mercedes-Benz,E-Class,1993-2009 280 Elegance,2008,88000.0,DIESEL,AUTOMATIC,2nd,Tamil," 5,50,000"
Tata,Indica,DLS BSIII,2013,134611,DIESEL,MANUAL,First,Tamil," 1,50,000"
Fiat,Punto,1.4 T-Jet,2014,95000.0,DIESEL,MANUAL,1st,Rajasthan," 2,10,000"
Maruti,Suzuki,2005-2010 LXi BSIII,2009,70000,PETROL,MANUAL,Third,Kerala," 1,30,000"
Honda,Accord,2.3 VTi L AT,2008,90000,PETROL,AUTOMATIC,Third,Delhi," 2,65,000"
Mahindra,Renault,,2021,0,DIESEL,MANUAL,1st,Rajasthan," 5,50,000"
Maruti,Suzuki,SHVS ZDI,2016,60000.0,DIESEL,MANUAL,1st,Karnataka," 8,50,000"
Mahindra,Scorpio,2002-2013 2.6 CRDe,2008,125000.0,DIESEL,MANUAL,2nd,Rajasthan," 2,85,000"
Land,Rover,TD4 SE 7S,2015,60000.0,DIESEL,AUTOMATIC,2nd,Delhi," 27,90,000"
Renault,Kwid,1.0 RXT [2016-2019],Mar 2017,"41,248",Petrol,Manual,First,Noida,3.33
Mahindra,Xuv500,W8 2WD,2012,"103,000",DIESEL,MANUAL,1st,Kerala," 6,00,000"
Tata,Indigo,LX Dicor,2008,98541.0,DIESEL,MANUAL,3rd,Tamil," 1,25,000"
Maruti,Suzuki,ZDi,2018,64000.0,DIESEL,MANUAL,1st,Delhi," 7,70,000"
Tata,Others,,2007,--,DIESEL,--,--,Karnataka," 55,000"
Mahindra,Xuv500,W4,2014,53000.0,DIESEL,MANUAL,1st,Delhi," 5,30,000"
Toyota,Innova,2.8 GX AT 8S,2019,"49,508",DIESEL,AUTOMATIC,2nd,Delhi," 24,50,000"
Kia,Carnival,Premium,2020,6624.0,DIESEL,AUTOMATIC,1st,Karnataka," 28,50,000"
Maruti,Suzuki,VDI,2013,68000.0,DIESEL,MANUAL,1st,Rajasthan," 4,21,000"
Maruti,Suzuki,VDi,2011,85000.0,DIESEL,MANUAL,2nd,Karnataka," 3,65,000"
Maruti,Suzuki,VXI Airbag,2020,3000.0,PETROL,MANUAL,1st,Tamil," 4,00,000"
Mercedes,Benz,Progressive C 220d,2020,"24,000",DIESEL,AUTOMATIC,1st,Kerala," 47,00,000"
Datsun,Redigo,T Option,2017,"49,000",PETROL,MANUAL,3rd,Rajasthan," 2,50,000"
Ford,Ecosport,1.5 TDCi Titanium,2013,102866.0,DIESEL,MANUAL,1st,Tamil," 4,45,000"
Honda,Jazz,V,2016,41000.0,PETROL,--,1st,Karnataka," 6,25,000"
Maruti,Suzuki,DDiS VDI,2010,"89,000",DIESEL,MANUAL,3rd,Tamil," 3,40,000"
Hyundai,Santro,LP,2001,"82,000",PETROL,MANUAL,1st,Tamil," 91,000"
Honda,Cr-V,2.4L 4WD AT,2007,72000.0,PETROL,AUTOMATIC,1st,Delhi," 2,16,000"
Maruti,Suzuki,Delta 1.5,2019,28153,DIESEL,MANUAL,First,Tamil," 9,80,000"
Volkswagen,Polo,1.0 MPI Highline Plus,2020,2367.0,PETROL,MANUAL,1st,Maharashtra," 8,20,000"
Mahindra,Others,,2014,81000.0,DIESEL,MANUAL,1st,Kerala," 2,25,000"
Ford,Ecosport,Titanium 1.5 TDCi (Opt),2016,65000.0,DIESEL,MANUAL,1st,Delhi," 6,45,000"
Toyota,Innova,2.5 G (Diesel) 7-Seater,2014,"160,000",DIESEL,MANUAL,1st,Maharashtra," 8,50,000"
Kia,Seltos,GTX Plus,2020,28000.0,DIESEL,AUTOMATIC,2nd,Delhi," 17,25,000"
Maruti,Suzuki,LDI,2013,140000,DIESEL,MANUAL,First,Kerala," 3,00,000"
Renault,Duster,2015-2016 85PS Diesel RxL,2014,57000.0,DIESEL,MANUAL,2nd,Rajasthan," 4,85,000"
Maruti,Suzuki,Std MPFi,2006,1,PETROL,MANUAL,3rd,Kerala," 65,000"
Maruti,Suzuki,VX,1999,"82,000",PETROL,MANUAL,4th,Kerala," 40,000"
Maruti,Suzuki,VXI,2015,16238.0,PETROL,MANUAL,1st,Maharashtra," 5,25,000"
Hyundai,I20,1.2 Spotz,2011,82000.0,PETROL,MANUAL,3rd,Maharashtra," 2,25,000"
Audi,Q7,3.0 TDI quattro Premium Plus,Jun 2014,"56,648",Diesel,Automatic,Second,Noida,28
Honda,Cr-V,2.4L 4WD AT AVN,2014,94000.0,PETROL,AUTOMATIC,1st,Kerala," 10,00,000"
Maruti,Suzuki,2005-2010 STD,2010,"100,080",PETROL,MANUAL,2nd,Maharashtra," 1,70,000"
Other,Brands,,2016,42000.0,PETROL,MANUAL,2nd,Kerala," 95,000"
Toyota,Corolla,Others,2004,--,PETROL,MANUAL,--,Kerala," 90,000"
Toyota,Glanza,G CVT,2020,18000.0,PETROL,AUTOMATIC,1st,Kerala," 9,25,000"
Maruti,Suzuki,LXI,2010,109000.0,PETROL,MANUAL,1st,Tamil," 2,25,000"
Audi,A6,35 TFSI Matrix,Jun 2019,"4,000",Petrol,Automatic,First,Noida,40
Hyundai,Getz,GLS,2009,76000.0,PETROL,--,1st,Tamil," 1,60,000"
Maruti,Suzuki,Alpha 1.5,2019,60000.0,PETROL,MANUAL,1st,Rajasthan," 8,70,000"
Maruti,Suzuki,2004-2010 Lxi BSIII,2005,90000,PETROL,MANUAL,First,Delhi," 1,00,000"
Maruti,Suzuki,2010-2012 LX BSIII,2009,"70,000",LPG,MANUAL,2nd,Karnataka," 1,65,000"
Honda,Brio,1.2 VX MT,2018,65000.0,PETROL,MANUAL,1st,Tamil," 5,50,000"
Porsche,Macan,,2019,8000.0,PETROL,AUTOMATIC,1st,Rajasthan," 65,00,000"
Honda,Jazz,V Automatic,2017,30000.0,PETROL,AUTOMATIC,1st,Kerala," 7,35,000"
Maruti,Suzuki,LXI Optional-O,2009,120000,PETROL,MANUAL,Second,Rajasthan," 2,00,000"
Mahindra,Bolero,ZLX,2018,55000.0,DIESEL,MANUAL,2nd,Karnataka," 8,00,000"
Chevrolet,Cruze,LT,2013,53000.0,DIESEL,MANUAL,1st,Karnataka," 5,45,000"
Volkswagen,Polo,1.2 MPI Comfortline,2016,"100,500",PETROL,MANUAL,2nd,Kerala," 5,30,000"
Maruti,Suzuki,Others,2008,"76,800",PETROL,MANUAL,2nd,Kerala," 1,80,000"
Hyundai,Accent,GLS,2006,71000.0,PETROL,MANUAL,2nd,Rajasthan," 1,30,000"
Mahindra,Scorpio,S10 AT 2WD,2017,"149,000",DIESEL,MANUAL,1st,Rajasthan," 11,80,000"
Mahindra,Verito,2010-2011 1.5 D4 BSIV,2011,82000.0,DIESEL,MANUAL,1st,Kerala," 1,55,000"
Hyundai,Fluidic,1.6 CRDi SX Automatic,2012,52000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 5,45,000"
Maruti,Suzuki,2014-2017 Green VXI,2014,70000,PETROL,AUTOMATIC,First,Delhi," 3,75,000"
Maruti,Suzuki,Std,2006,9000.0,PETROL,MANUAL,1st,Rajasthan," 1,21,000"
Maruti,Suzuki,VX,2000,5,PETROL,MANUAL,4+,Kerala," 75,000"
Maruti,Suzuki,LXI CNG,2009,65000.0,CNG & HYBRIDS,MANUAL,2nd,Delhi," 1,28,000"
Maruti,Suzuki,VXI,2008,70000.0,PETROL,MANUAL,2nd,Maharashtra," 1,99,000"
Hyundai,Santro,Sportz AMT,2001,"173,243",PETROL,MANUAL,3rd,Tamil," 58,000"
Tata,Manza,Aqua Quadrajet BS IV,2010,"83,000",PETROL,MANUAL,2nd,Tamil," 2,25,000"
Volvo,V40,D3 Inscription,2014,107000.0,DIESEL,AUTOMATIC,3rd,Kerala," 14,50,000"
Skoda,Superb,2008-2013 Elegance 1.8 TSI AT,2013,99000.0,PETROL,AUTOMATIC,2nd,Karnataka," 11,25,000"
Honda,City,2008-2011 1.5 E MT,2010,120000,PETROL,MANUAL,Second,Delhi," 2,50,000"
Maruti,Suzuki,Others,2016,"34,877",DIESEL,MANUAL,1st,Maharashtra," 8,50,000"
Honda,Br-V,i-VTEC S MT,2018,38708.0,PETROL,MANUAL,1st,Karnataka," 8,50,000"
Maruti,Suzuki,SHVS VDI,2016,63000.0,DIESEL,MANUAL,2nd,Delhi," 6,25,000"
Maruti,Suzuki,1.0 Vxi-ABS-Airbag,2019,6000.0,PETROL,MANUAL,1st,Tamil," 4,99,000"
Volkswagen,Polo,Others,2021,"6,000",PETROL,MANUAL,2nd,Kerala," 9,50,000"
Hyundai,Eon,Era +,2012,32000.0,PETROL,MANUAL,1st,Delhi," 2,10,000"
Volkswagen,Crosspolo,1.5 TDI,2015,71740.0,DIESEL,MANUAL,2nd,Kerala," 5,50,000"
